%, jaw1 [N], jaw2 [N], time [ms], gripForce [N]
DATA,-0.4238,0.1194,21596,-0.3044
DATA,-0.4860,0.0453,21621,-0.4407
DATA,-0.4443,-0.0342,21645,-0.4785
DATA,-0.5485,-0.1152,21670,-0.6637
DATA,-0.4063,0.0705,21694,-0.3358
DATA,-0.4451,0.0168,21719,-0.4283
DATA,-0.3978,-0.0353,21743,-0.4331
DATA,-0.4819,-0.1582,21780,-0.6400
DATA,-0.4191,-0.0482,21805,-0.4673
DATA,-0.5697,-0.0957,21829,-0.6654
DATA,-0.4730,0.0502,21854,-0.4229
DATA,-0.4572,-0.0562,21879,-0.5133
DATA,-0.4855,-0.0258,21903,-0.5114
DATA,-0.4166,0.0747,21928,-0.3418
DATA,-0.3456,-0.0024,21952,-0.3481
DATA,-0.4961,0.1272,21977,-0.3690
DATA,-0.5556,0.1177,22001,-0.4378
DATA,-0.4726,-0.1182,22026,-0.5908
DATA,-0.4814,0.0433,22051,-0.4381
DATA,-0.4390,-0.0712,22075,-0.5102
DATA,-0.4276,-0.0120,22112,-0.4396
DATA,-0.3390,0.0163,22137,-0.3227
DATA,-0.3666,-0.0588,22161,-0.4254
DATA,-0.4248,0.0288,22186,-0.3961
DATA,-0.4013,0.0649,22210,-0.3364
DATA,-0.4525,-0.0368,22235,-0.4893
DATA,-0.3384,0.0198,22259,-0.3186
DATA,-0.3459,-0.0629,22284,-0.4088
DATA,-0.3584,0.1195,22309,-0.2389
DATA,-0.4190,0.0033,22333,-0.4158
DATA,-0.3365,0.0701,22358,-0.2665
DATA,-0.4394,0.0615,22382,-0.3779
DATA,-0.4076,0.0632,22407,-0.3444
DATA,-0.4621,0.0256,22432,-0.4365
DATA,-0.4148,-0.0189,22468,-0.4337
DATA,-0.3285,0.0302,22493,-0.2982
DATA,-0.4374,0.0800,22518,-0.3574
DATA,-0.3737,-0.0201,22542,-0.3938
DATA,-0.4311,0.0457,22567,-0.3854
DATA,-0.4781,0.0632,22591,-0.4149
DATA,-0.4183,0.0237,22616,-0.3946
DATA,-0.3314,0.0083,22640,-0.3231
DATA,-0.3672,0.0008,22665,-0.3664
DATA,-0.4093,-0.0641,22690,-0.4734
DATA,-0.3121,0.1794,22714,-0.1327
DATA,-0.4650,-0.0763,22739,-0.5413
DATA,-0.3048,-0.0724,22763,-0.3772
DATA,-0.4263,0.0106,22788,-0.4157
DATA,-0.2599,0.0624,22825,-0.1975
DATA,-0.4238,0.0092,22849,-0.4146
DATA,-0.3090,0.0956,22874,-0.2133
DATA,-0.2930,-0.0087,22898,-0.3018
DATA,-0.3407,-0.0116,22923,-0.3524
DATA,-0.4444,-0.0535,22948,-0.4979
DATA,-0.2811,0.0852,22972,-0.1959
DATA,-0.2922,-0.0406,22997,-0.3328
DATA,-0.4426,-0.0720,23021,-0.5146
DATA,-0.3786,-0.0292,23046,-0.4078
DATA,-0.3795,0.0007,23071,-0.3788
DATA,-0.4367,-0.0020,23095,-0.4387
DATA,-0.4532,0.0499,23120,-0.4032
DATA,-0.4142,-0.0053,23157,-0.4195
DATA,-0.3992,-0.0831,23181,-0.4822
DATA,-0.3075,0.1253,23206,-0.1823
DATA,-0.4031,0.0446,23230,-0.3585
DATA,-0.3438,0.0944,23255,-0.2494
DATA,-0.3450,-0.0177,23279,-0.3627
DATA,-0.4476,0.0481,23304,-0.3995
DATA,-0.3333,-0.0997,23329,-0.4330
DATA,-0.3451,0.0393,23353,-0.3059
DATA,-0.3203,0.0063,23378,-0.3141
DATA,-0.4092,0.0961,23402,-0.3131
DATA,-0.4186,-0.0050,23427,-0.4236
DATA,-0.4177,-0.0831,23451,-0.5008
DATA,-0.2705,-0.0827,23476,-0.3533
DATA,-0.3757,-0.1359,23513,-0.5116
DATA,-0.3908,0.0773,23537,-0.3136
DATA,-0.3753,-0.0594,23562,-0.4347
DATA,-0.3869,0.0847,23587,-0.3022
DATA,-0.3536,0.0759,23611,-0.2777
DATA,-0.4924,0.1142,23636,-0.3782
DATA,-0.4139,0.0039,23660,-0.4100
DATA,-0.3028,0.0501,23685,-0.2527
DATA,-0.3557,0.0395,23710,-0.3162
DATA,-0.4260,0.0539,23734,-0.3720
DATA,-0.5896,0.0904,23759,-0.4991
DATA,-0.4995,-0.0126,23783,-0.5121
DATA,-0.5509,-0.0459,23808,-0.5968
DATA,-0.5319,0.2617,23845,-0.2702
DATA,-0.4915,0.0811,23869,-0.4104
DATA,-0.5568,-0.0041,23894,-0.5609
DATA,-0.5916,0.0138,23918,-0.5778
DATA,-0.5484,0.1629,23943,-0.3855
DATA,-0.4843,0.0611,23968,-0.4233
DATA,-0.5052,0.0627,23992,-0.4425
DATA,-0.6243,-0.1525,24017,-0.7767
DATA,-0.3722,0.0414,24041,-0.3307
DATA,-0.5004,-0.1058,24066,-0.6063
DATA,0.1468,-0.0397,24090,0.1070
DATA,1.2748,0.0635,24115,1.3383
DATA,2.1453,0.0228,24140,2.1681
DATA,2.2785,0.0402,24164,2.3187
DATA,3.6473,0.1064,24201,3.7537
DATA,5.8208,-0.1206,24226,5.7002
DATA,6.5114,0.0077,24250,6.5191
DATA,5.4903,0.1263,24275,5.6166
DATA,5.4648,0.0270,24299,5.4918
DATA,6.8003,0.0608,24324,6.8611
DATA,8.5183,0.0373,24348,8.5556
DATA,9.2017,-0.0303,24373,9.1714
DATA,9.4777,0.1243,24398,9.6020
DATA,10.1959,-0.1043,24422,10.0915
DATA,10.4112,0.0255,24447,10.4367
DATA,9.5677,0.0909,24471,9.6586
DATA,9.2056,-0.0241,24496,9.1814
DATA,9.9332,0.0381,24533,9.9713
DATA,10.8112,0.0022,24557,10.8134
DATA,10.3233,0.0402,24582,10.3635
DATA,9.1596,0.0103,24606,9.1699
DATA,8.3127,0.0641,24631,8.3768
DATA,8.3360,0.1025,24656,8.4385
DATA,8.3809,0.0532,24680,8.4340
DATA,7.7259,0.0347,24705,7.7606
DATA,7.1854,-0.0788,24729,7.1065
DATA,7.5166,-0.0899,24754,7.4266
DATA,7.3280,-0.1199,24778,7.2081
DATA,6.9767,0.0769,24803,7.0536
DATA,6.7138,-0.0096,24828,6.7042
DATA,6.5327,0.0577,24852,6.5904
DATA,4.5737,0.0809,24889,4.6547
DATA,2.3907,-0.0747,24914,2.3160
DATA,1.5103,-0.0288,24938,1.4815
DATA,0.5973,-0.0557,24963,0.5415
DATA,-0.2268,0.0693,24987,-0.1575
DATA,-0.8271,0.0137,25012,-0.8134
DATA,-0.2683,0.0645,25036,-0.2038
DATA,-0.2652,-0.0131,25061,-0.2783
DATA,-0.2285,0.0523,25086,-0.1762
DATA,-0.2313,-0.0044,25110,-0.2357
DATA,-0.3010,0.0352,25135,-0.2659
DATA,-0.2474,0.0336,25159,-0.2137
DATA,-0.2150,0.0907,25184,-0.1244
DATA,-0.2628,-0.0169,25221,-0.2797
DATA,-0.1965,-0.0235,25245,-0.2201
DATA,-0.1877,-0.0219,25270,-0.2096
DATA,-0.1490,0.1775,25295,0.0285
DATA,-0.1618,0.1211,25319,-0.0407
DATA,-0.2134,-0.0173,25344,-0.2307
DATA,-0.2209,0.0783,25368,-0.1426
DATA,-0.1862,-0.0820,25393,-0.2682
DATA,-0.2285,-0.0242,25417,-0.2526
DATA,-0.2410,-0.0012,25442,-0.2422
DATA,-0.2430,0.0954,25467,-0.1477
DATA,-0.2399,0.0394,25491,-0.2005
DATA,-0.1782,0.1045,25516,-0.0738
DATA,-0.2122,0.1622,25540,-0.0500
DATA,-0.2656,0.1001,25577,-0.1655
DATA,-0.1505,-0.0386,25602,-0.1891
DATA,-0.2910,-0.1040,25626,-0.3950
DATA,-0.3147,-0.0564,25651,-0.3711
DATA,0.0853,0.0454,25675,0.1307
DATA,0.6074,-0.0845,25700,0.5230
DATA,0.8905,-0.0227,25725,0.8678
DATA,1.6960,0.0493,25749,1.7453
DATA,2.8923,0.0797,25774,2.9720
DATA,3.7176,0.0185,25798,3.7360
DATA,4.5840,0.0328,25823,4.6168
DATA,4.5064,0.0778,25848,4.5842
DATA,4.2932,0.1475,25872,4.4407
DATA,4.6158,0.0439,25909,4.6597
DATA,5.1297,-0.0728,25934,5.0569
DATA,4.7647,0.0443,25958,4.8090
DATA,4.5416,0.0225,25983,4.5641
DATA,4.3472,-0.0102,26007,4.3370
DATA,4.5960,-0.0007,26032,4.5953
DATA,4.8298,0.0060,26056,4.8358
DATA,5.5381,-0.1110,26081,5.4271
DATA,6.9391,-0.1341,26106,6.8050
DATA,8.2995,-0.0355,26130,8.2640
DATA,7.9939,0.1295,26155,8.1233
DATA,7.6956,0.0034,26179,7.6990
DATA,7.9081,-0.0448,26204,7.8633
DATA,8.1188,-0.0023,26228,8.1165
DATA,8.1604,0.1119,26265,8.2723
DATA,7.7969,0.0666,26290,7.8634
DATA,8.1476,0.0628,26314,8.2104
DATA,9.4530,-0.0071,26339,9.4459
DATA,9.9939,-0.0385,26364,9.9554
DATA,9.7368,-0.0282,26388,9.7087
DATA,9.5677,-0.0573,26413,9.5104
DATA,9.5128,-0.0195,26437,9.4933
DATA,10.1204,0.0407,26462,10.1612
DATA,9.6104,0.0909,26487,9.7014
DATA,9.7740,0.0674,26511,9.8414
DATA,10.4429,0.0183,26536,10.4612
DATA,11.0719,-0.1566,26560,10.9153
DATA,11.3328,-0.0657,26597,11.2671
DATA,11.9337,0.0277,26622,11.9614
DATA,13.2214,0.1185,26646,13.3399
DATA,14.2371,-0.0320,26671,14.2051
DATA,13.9512,0.0682,26695,14.0194
DATA,14.9697,-0.0050,26720,14.9647
DATA,16.0002,-0.0404,26745,15.9598
DATA,16.8702,-0.0109,26769,16.8592
DATA,17.0153,0.1471,26794,17.1624
DATA,16.5946,0.0049,26818,16.5995
DATA,16.0159,-0.0098,26843,16.0061
DATA,16.4770,0.0102,26867,16.4871
DATA,17.3917,0.0200,26892,17.4117
DATA,17.1518,-0.0699,26917,17.0819
DATA,15.6294,0.2191,26953,15.8485
DATA,15.0183,-0.0269,26978,14.9914
DATA,16.1187,-0.0322,27003,16.0865
DATA,16.4738,0.0910,27027,16.5648
DATA,15.3386,0.1074,27052,15.4460
DATA,14.1467,0.0184,27076,14.1652
DATA,14.0374,-0.0726,27101,13.9648
DATA,14.2918,0.0057,27125,14.2975
DATA,13.9992,-0.0159,27150,13.9833
DATA,13.5675,0.0851,27175,13.6526
DATA,14.4519,-0.0838,27199,14.3680
DATA,14.3919,0.0265,27224,14.4184
DATA,12.7911,0.0185,27248,12.8096
DATA,9.8522,0.0318,27285,9.8840
DATA,7.3274,0.0381,27310,7.3655
DATA,6.0264,-0.0354,27334,5.9910
DATA,4.3581,-0.0131,27359,4.3451
DATA,3.1156,0.0945,27384,3.2101
DATA,1.7769,0.1087,27408,1.8856
DATA,1.4459,-0.0844,27433,1.3615
DATA,1.2372,-0.0322,27457,1.2051
DATA,1.1751,0.0475,27482,1.2225
DATA,1.1236,-0.0728,27506,1.0508
DATA,1.2570,0.0683,27531,1.3253
DATA,1.2124,0.0346,27556,1.2471
DATA,1.1197,-0.0444,27580,1.0753
DATA,1.0858,-0.0851,27605,1.0007
DATA,1.1864,0.0588,27642,1.2452
DATA,1.1178,-0.1388,27666,0.9790
DATA,1.0687,0.0078,27691,1.0765
DATA,1.1690,0.0961,27715,1.2650
DATA,1.1810,-0.0032,27740,1.1778
DATA,1.0708,-0.0596,27764,1.0112
DATA,1.1196,0.0055,27789,1.1251
DATA,1.0700,0.1537,27814,1.2237
DATA,1.0831,-0.1074,27838,0.9757
DATA,1.1030,-0.0242,27863,1.0788
DATA,0.9405,-0.0895,27887,0.8510
DATA,1.0479,0.1162,27912,1.1640
DATA,1.0701,0.0169,27936,1.0870
DATA,0.9603,-0.0368,27973,0.9235
DATA,1.0715,0.0540,27998,1.1255
DATA,1.0661,0.0523,28022,1.1184
DATA,1.0901,-0.0056,28047,1.0845
DATA,1.1268,0.0353,28072,1.1620
DATA,0.9984,0.0512,28096,1.0496
DATA,1.0257,-0.0819,28121,0.9438
DATA,1.0954,0.0261,28145,1.1215
DATA,2.7237,0.0726,28170,2.7963
DATA,6.6623,0.0716,28194,6.7339
DATA,8.9984,0.1147,28219,9.1132
DATA,9.5587,-0.0168,28244,9.5419
DATA,10.0257,0.0234,28268,10.0492
DATA,10.0227,-0.0018,28293,10.0209
DATA,8.1775,0.0183,28330,8.1958
DATA,6.8207,0.0106,28354,6.8313
DATA,7.0605,0.0017,28379,7.0622
DATA,8.4832,-0.0056,28403,8.4775
DATA,8.8443,0.0472,28428,8.8915
DATA,8.2088,0.0176,28452,8.2264
DATA,7.8432,-0.0909,28477,7.7522
DATA,8.5993,0.0931,28502,8.6924
DATA,9.3946,0.0025,28526,9.3971
DATA,9.2223,0.0513,28551,9.2736
DATA,9.0108,0.0098,28575,9.0206
DATA,9.2523,0.0535,28600,9.3058
DATA,9.3148,-0.0167,28624,9.2980
DATA,9.4546,0.1371,28661,9.5917
DATA,8.9173,-0.0275,28686,8.8899
DATA,8.2792,0.0729,28710,8.3522
DATA,7.8117,0.0280,28735,7.8397
DATA,8.7412,0.0306,28760,8.7718
DATA,9.6159,-0.0482,28784,9.5678
DATA,9.9689,-0.0418,28809,9.9270
DATA,10.2380,0.0251,28833,10.2631
DATA,10.9956,0.0221,28858,11.0177
DATA,11.2374,0.0397,28882,11.2771
DATA,11.6961,0.1203,28907,11.8164
DATA,12.3732,-0.0860,28932,12.2872
DATA,12.5948,0.0487,28956,12.6434
DATA,13.1198,-0.1302,28981,12.9897
DATA,13.5862,0.0160,29018,13.6022
DATA,13.1003,0.0874,29042,13.1877
DATA,12.7838,-0.0468,29067,12.7370
DATA,13.3220,0.0738,29091,13.3959
DATA,13.7017,-0.0026,29116,13.6990
DATA,13.7191,0.0775,29141,13.7966
DATA,13.4097,0.1585,29165,13.5682
DATA,13.7871,0.0533,29190,13.8404
DATA,14.5385,0.0736,29214,14.6121
DATA,14.3775,0.1189,29239,14.4964
DATA,14.0592,0.1221,29263,14.1813
DATA,14.4478,-0.0665,29288,14.3813
DATA,14.8373,0.0676,29313,14.9048
DATA,14.6067,-0.0956,29349,14.5111
DATA,14.3299,0.0346,29374,14.3645
DATA,13.9621,-0.0008,29399,13.9613
DATA,13.3419,0.0625,29423,13.4045
DATA,12.3817,0.0665,29448,12.4482
DATA,11.8460,0.0196,29472,11.8656
DATA,12.1907,-0.0331,29497,12.1576
DATA,12.2753,0.0399,29521,12.3153
DATA,11.2101,0.0725,29546,11.2826
DATA,9.5853,0.0109,29571,9.5962
DATA,9.1013,0.0254,29595,9.1266
DATA,9.2714,-0.0475,29620,9.2239
DATA,8.5986,0.1095,29644,8.7082
DATA,8.4033,0.0309,29669,8.4342
DATA,8.9579,0.0631,29706,9.0210
DATA,9.5697,0.0042,29730,9.5739
DATA,9.1092,-0.0171,29755,9.0921
DATA,9.1276,0.0855,29779,9.2131
DATA,10.0081,0.0389,29804,10.0470
DATA,10.3591,0.0040,29829,10.3631
DATA,10.2164,0.0134,29853,10.2298
DATA,11.1296,0.1119,29878,11.2415
DATA,11.8505,-0.0143,29902,11.8363
DATA,11.4365,0.0983,29927,11.5347
DATA,10.9301,0.0806,29952,11.0108
DATA,11.0959,-0.0827,29976,11.0132
DATA,10.9898,-0.0488,30001,10.9409
DATA,10.7745,0.0685,30038,10.8429
DATA,10.1985,0.0078,30062,10.2063
DATA,9.5380,0.0395,30087,9.5775
DATA,9.8198,0.0373,30111,9.8571
DATA,10.5918,-0.0821,30136,10.5097
DATA,10.7049,-0.0084,30160,10.6965
DATA,10.9892,-0.0944,30185,10.8948
DATA,11.5509,0.0124,30210,11.5633
DATA,11.6481,0.0543,30234,11.7024
DATA,11.3083,0.0213,30259,11.3296
DATA,11.0286,0.0378,30283,11.0664
DATA,10.2915,0.1063,30308,10.3978
DATA,9.1192,0.0060,30332,9.1252
DATA,9.2837,-0.0433,30357,9.2404
DATA,10.1192,0.0473,30394,10.1665
DATA,10.4454,-0.0159,30418,10.4295
DATA,9.6067,0.0669,30443,9.6736
DATA,9.0705,0.0931,30468,9.1635
DATA,9.5524,0.0178,30492,9.5702
DATA,9.4167,0.0165,30517,9.4332
DATA,9.6471,-0.0263,30541,9.6209
DATA,10.3483,-0.0983,30566,10.2500
DATA,10.0049,0.0484,30590,10.0533
DATA,8.9292,0.0392,30615,8.9684
DATA,8.9572,-0.0107,30640,8.9465
DATA,9.6046,0.0007,30664,9.6052
DATA,9.4537,-0.0571,30689,9.3966
DATA,8.8520,-0.0155,30726,8.8365
DATA,9.0718,0.0684,30750,9.1402
DATA,9.2698,0.1516,30775,9.4213
DATA,9.2558,-0.0759,30799,9.1799
DATA,9.6802,-0.0595,30824,9.6208
DATA,9.7839,-0.0042,30849,9.7797
DATA,9.4281,0.1237,30873,9.5518
DATA,9.4096,0.0307,30898,9.4404
DATA,9.6893,0.0599,30922,9.7492
DATA,8.8564,0.1034,30947,8.9598
DATA,7.9227,0.0752,30971,7.9979
DATA,8.0718,0.0638,30996,8.1356
DATA,9.1790,-0.0566,31021,9.1225
DATA,8.4882,-0.0379,31045,8.4502
DATA,6.2676,0.0321,31082,6.2997
DATA,6.1138,-0.0228,31107,6.0910
DATA,7.3722,-0.1019,31131,7.2703
DATA,6.7561,0.1376,31156,6.8937
DATA,4.5568,-0.0053,31180,4.5515
DATA,2.5139,0.0936,31205,2.6075
DATA,1.3577,0.0290,31229,1.3867
DATA,1.1387,0.0432,31254,1.1819
DATA,1.2005,0.0076,31279,1.2081
DATA,1.0636,0.0041,31303,1.0677
DATA,1.0866,0.0337,31328,1.1203
DATA,1.1834,0.0413,31352,1.2248
DATA,1.0629,-0.0241,31377,1.0388
DATA,1.0693,-0.1108,31414,0.9585
DATA,1.1824,0.0316,31438,1.2140
DATA,1.0666,0.0574,31463,1.1240
DATA,0.9813,0.0865,31488,1.0679
DATA,1.0143,0.0496,31512,1.0639
DATA,0.9856,-0.0683,31537,0.9173
DATA,1.0415,-0.0130,31561,1.0285
DATA,1.0333,0.0162,31586,1.0495
DATA,1.0586,-0.0897,31610,0.9689
DATA,1.0293,-0.0599,31635,0.9694
DATA,0.9720,-0.0316,31660,0.9404
DATA,1.0084,-0.0049,31684,1.0035
DATA,1.0332,0.0176,31709,1.0508
DATA,1.4453,-0.1616,31733,1.2837
DATA,1.7603,-0.0918,31770,1.6684
DATA,2.5136,0.0448,31795,2.5584
DATA,3.1520,0.0243,31819,3.1763
DATA,3.9755,-0.0096,31844,3.9659
DATA,4.7569,0.0437,31868,4.8006
DATA,5.1037,0.0807,31893,5.1844
DATA,5.7426,0.0549,31918,5.7976
DATA,6.4387,0.0217,31942,6.4605
DATA,7.9592,0.0088,31967,7.9680
DATA,9.9986,0.0714,31991,10.0700
DATA,10.9338,-0.0191,32016,10.9147
DATA,11.4827,0.0590,32040,11.5417
DATA,12.1203,-0.0673,32065,12.0530
DATA,12.9161,-0.0247,32102,12.8915
DATA,13.1616,-0.0562,32126,13.1054
DATA,13.3713,0.1084,32151,13.4797
DATA,13.7193,-0.0363,32176,13.6830
DATA,13.5439,0.0717,32200,13.6156
DATA,12.5986,0.0305,32225,12.6291
DATA,12.3169,0.0457,32249,12.3627
DATA,12.0907,0.0074,32274,12.0981
DATA,11.8930,-0.0561,32299,11.8369
DATA,11.8679,-0.1101,32323,11.7578
DATA,10.9120,0.0418,32348,10.9538
DATA,10.3329,-0.0217,32372,10.3111
DATA,11.6837,0.0493,32397,11.7330
DATA,13.1051,0.0255,32421,13.1306
DATA,13.3492,-0.0307,32458,13.3185
DATA,13.9009,0.1775,32483,14.0784
DATA,14.6416,0.0491,32507,14.6907
DATA,15.3143,0.1278,32532,15.4421
DATA,15.6816,-0.0108,32557,15.6708
DATA,15.9047,0.0994,32581,16.0041
DATA,16.2633,0.0044,32606,16.2677
DATA,15.3705,-0.0502,32630,15.3203
DATA,13.1873,0.0092,32655,13.1965
DATA,11.8317,0.0342,32679,11.8659
DATA,11.4161,-0.0836,32704,11.3325
DATA,10.5815,-0.0199,32729,10.5616
DATA,10.0584,-0.0549,32753,10.0035
DATA,10.6313,0.0158,32778,10.6471
DATA,10.9856,-0.0554,32815,10.9302
DATA,10.4836,0.0662,32839,10.5498
DATA,9.5813,0.0087,32864,9.5900
DATA,7.7414,0.0085,32888,7.7498
DATA,5.8069,-0.0200,32913,5.7869
DATA,2.6694,0.0440,32937,2.7134
DATA,1.1717,0.0104,32962,1.1821
DATA,1.0160,0.0371,32987,1.0531
DATA,0.9452,0.0254,33011,0.9706
DATA,1.0981,0.0854,33036,1.1834
DATA,1.0552,-0.0241,33060,1.0311
DATA,1.0019,0.0371,33085,1.0390
DATA,0.9948,0.0030,33109,0.9978
DATA,0.9781,0.0254,33146,1.0035
DATA,0.9596,0.0322,33171,0.9917
DATA,0.9227,0.0124,33196,0.9352
DATA,0.8709,-0.1275,33220,0.7434
DATA,0.9432,-0.0183,33245,0.9249
DATA,0.8451,-0.0005,33269,0.8446
DATA,0.9092,-0.0267,33294,0.8825
DATA,0.9005,0.0104,33318,0.9109
DATA,0.9493,-0.0712,33343,0.8781
DATA,0.8992,0.0642,33368,0.9634
DATA,0.9589,0.1199,33392,1.0789
DATA,0.9383,0.0233,33417,0.9615
DATA,0.8776,0.0022,33441,0.8798
DATA,1.0085,0.1091,33466,1.1176
DATA,1.0343,0.0223,33503,1.0566
DATA,0.8988,0.0503,33527,0.9491
DATA,0.8193,0.0782,33552,0.8975
DATA,0.8268,-0.0104,33576,0.8164
DATA,0.9083,0.0725,33601,0.9808
DATA,1.3341,0.0272,33626,1.3612
DATA,1.3275,0.0128,33650,1.3403
DATA,1.0931,-0.0097,33675,1.0834
DATA,1.6825,0.0388,33699,1.7213
DATA,1.8570,0.0251,33724,1.8821
DATA,1.9281,0.0778,33748,2.0059
DATA,2.6001,0.0359,33773,2.6359
DATA,3.4667,0.0011,33798,3.4678
DATA,4.7165,0.0171,33834,4.7336
DATA,4.7346,-0.0406,33859,4.6941
DATA,4.1157,-0.0259,33884,4.0898
DATA,3.9333,-0.0075,33908,3.9259
DATA,4.1979,-0.0742,33933,4.1237
DATA,3.7876,0.0272,33957,3.8147
DATA,2.6427,0.0672,33982,2.7099
DATA,2.2310,0.0527,34007,2.2838
DATA,3.1575,-0.0757,34031,3.0818
DATA,4.2202,0.0138,34056,4.2340
DATA,3.9752,0.0152,34080,3.9904
DATA,3.1521,-0.0440,34105,3.1081
DATA,3.2362,0.1136,34129,3.3498
DATA,4.5239,-0.0252,34154,4.4987
DATA,4.9382,0.0514,34191,4.9896
DATA,5.2064,0.0111,34215,5.2175
DATA,5.4539,-0.0718,34240,5.3821
DATA,5.5422,-0.0358,34265,5.5063
DATA,5.3666,0.0252,34289,5.3918
DATA,5.0037,0.0164,34314,5.0201
DATA,5.3145,0.0523,34338,5.3667
DATA,6.3706,0.1012,34363,6.4718
DATA,7.3438,0.0412,34387,7.3850
DATA,7.5399,0.0816,34412,7.6215
DATA,6.8175,-0.0083,34437,6.8091
DATA,7.2396,-0.0485,34461,7.1910
DATA,9.4506,-0.0673,34486,9.3833
DATA,9.7160,0.0208,34523,9.7368
DATA,9.4763,-0.0295,34547,9.4467
DATA,9.7381,0.0433,34572,9.7813
DATA,10.2653,-0.0742,34596,10.1911
DATA,10.9387,-0.0026,34621,10.9362
DATA,10.6334,-0.0001,34645,10.6333
DATA,8.6923,0.0846,34670,8.7770
DATA,7.4784,0.0125,34695,7.4908
DATA,6.9564,0.0268,34719,6.9833
DATA,6.4510,0.0373,34744,6.4883
DATA,4.7623,-0.0777,34768,4.6846
DATA,3.2040,0.0031,34793,3.2071
DATA,1.5789,-0.0146,34818,1.5643
DATA,0.9351,0.0756,34842,1.0107
DATA,0.9051,0.0728,34879,0.9779
DATA,0.9074,-0.0538,34904,0.8535
DATA,0.8543,0.0352,34928,0.8895
DATA,0.8765,-0.0181,34953,0.8584
DATA,0.9791,-0.0658,34977,0.9133
DATA,0.8723,0.0091,35002,0.8814
DATA,0.9819,0.0491,35026,1.0310
DATA,0.8695,0.0236,35051,0.8931
DATA,0.8379,-0.0866,35076,0.7514
DATA,0.7955,0.0141,35100,0.8096
DATA,0.7579,-0.0019,35125,0.7560
DATA,0.8400,0.0393,35149,0.8793
DATA,0.8404,0.0735,35174,0.9139
DATA,0.8386,-0.0628,35211,0.7758
DATA,0.8521,0.0055,35235,0.8576
DATA,0.7468,0.0188,35260,0.7656
DATA,0.7515,-0.0858,35284,0.6657
DATA,0.8280,-0.1449,35309,0.6831
DATA,0.8235,0.1424,35334,0.9660
DATA,0.7463,0.0287,35358,0.7750
DATA,0.7133,-0.0423,35383,0.6709
DATA,0.8088,0.0235,35407,0.8323
DATA,0.8662,0.0170,35432,0.8832
DATA,0.7696,0.1572,35456,0.9268
DATA,0.7568,0.0263,35481,0.7831
DATA,0.7688,-0.0227,35506,0.7461
DATA,0.7353,0.0605,35530,0.7958
DATA,0.7754,-0.0277,35567,0.7476
DATA,0.7496,-0.0171,35592,0.7326
DATA,0.8156,0.1162,35616,0.9318
DATA,0.7520,0.0378,35641,0.7898
DATA,0.8350,-0.0114,35665,0.8236
DATA,0.7642,0.0335,35690,0.7976
DATA,0.7780,0.0072,35715,0.7853
DATA,0.7845,-0.0143,35739,0.7702
DATA,0.8836,0.1085,35764,0.9921
DATA,0.9672,-0.0047,35788,0.9625
DATA,0.9236,-0.2498,35813,0.6738
DATA,0.8633,-0.0211,35837,0.8423
DATA,1.0007,-0.0073,35862,0.9934
DATA,0.9754,-0.0651,35899,0.9103
DATA,0.9454,0.0727,35923,1.0181
DATA,1.0074,-0.0398,35948,0.9676
DATA,0.9658,0.0707,35973,1.0365
DATA,0.9309,0.1124,35997,1.0432
DATA,0.8419,-0.0137,36022,0.8282
DATA,0.8415,0.0138,36046,0.8554
DATA,0.9546,-0.0502,36071,0.9045
DATA,1.0534,0.0975,36096,1.1509
DATA,0.8389,-0.0093,36120,0.8297
DATA,0.9303,-0.0136,36145,0.9167
DATA,0.9452,-0.0125,36169,0.9327
DATA,0.9355,0.2062,36194,1.1417
DATA,0.9393,0.0417,36218,0.9810
DATA,0.9583,0.0661,36255,1.0244
DATA,0.9942,-0.0561,36280,0.9381
DATA,0.8907,0.0385,36304,0.9292
DATA,0.9182,-0.0679,36329,0.8503
DATA,0.8516,0.0839,36354,0.9355
DATA,0.9334,0.0633,36378,0.9968
DATA,0.9263,0.0083,36403,0.9345
DATA,0.9677,0.0203,36427,0.9880
DATA,0.9170,-0.0001,36452,0.9169
DATA,1.0057,0.0062,36476,1.0119
DATA,0.9550,-0.0646,36501,0.8904
DATA,1.0159,-0.0032,36526,1.0127
DATA,0.7783,0.0845,36550,0.8628
DATA,0.9883,-0.0170,36587,0.9713
DATA,0.8670,-0.0031,36612,0.8639
DATA,0.9572,0.0708,36636,1.0281
DATA,0.7771,0.0517,36661,0.8288
DATA,0.9117,-0.1296,36685,0.7822
DATA,0.8531,0.0133,36710,0.8665
DATA,0.9273,0.0712,36734,0.9984
DATA,0.8371,0.0365,36759,0.8736
DATA,0.9067,0.1329,36784,1.0397
DATA,0.9464,-0.0291,36808,0.9174
DATA,0.9300,0.0794,36833,1.0095
DATA,0.8247,0.0279,36857,0.8527
DATA,0.9193,0.1329,36882,1.0522
DATA,0.8200,-0.1205,36907,0.6995
DATA,1.0132,0.0436,36943,1.0567
DATA,0.9143,0.1579,36968,1.0723
DATA,0.8710,0.0882,36993,0.9591
DATA,0.9189,-0.0545,37017,0.8644
DATA,0.8873,0.0443,37042,0.9316
DATA,0.7259,-0.1185,37066,0.6074
DATA,0.6454,0.0985,37091,0.7439
DATA,0.5291,-0.0574,37115,0.4718
DATA,0.7162,0.0226,37140,0.7388
DATA,0.6400,-0.0660,37165,0.5740
