%, jaw1 [g], jaw2 [g], time [ms], gripForce [g]
DATA,32.0694,44.0738,390751,76.1432
DATA,32.7836,44.0678,390776,76.8514
DATA,32.8353,44.3888,390800,77.2241
DATA,32.5402,44.7593,390825,77.2995
DATA,32.9622,45.5393,390849,78.5015
DATA,33.9332,45.8542,390886,79.7875
DATA,34.4875,45.5030,390910,79.9904
DATA,34.0590,45.1969,390935,79.2559
DATA,34.5538,44.8580,390959,79.4117
DATA,34.9395,44.5350,390984,79.4744
DATA,35.1044,44.6865,391009,79.7909
DATA,35.1235,45.4117,391033,80.5352
DATA,35.1619,45.4732,391058,80.6351
DATA,34.8438,44.0596,391082,78.9035
DATA,33.0892,42.8945,391107,75.9838
DATA,31.3570,41.8397,391131,73.1967
DATA,29.3560,39.2058,391156,68.5619
DATA,25.8212,35.3621,391180,61.1834
DATA,20.5198,29.5841,391205,50.1039
DATA,15.3334,19.6735,391242,35.0069
DATA,9.8756,11.7884,391266,21.6640
DATA,5.2204,5.5863,391291,10.8066
DATA,2.6683,3.1995,391315,5.8678
DATA,1.0676,2.0229,391340,3.0905
DATA,0.6627,1.2337,391364,1.8965
DATA,0.5939,1.5385,391389,2.1324
DATA,0.7234,1.6270,391413,2.3504
DATA,0.7532,1.4809,391438,2.2341
DATA,0.6366,1.3851,391462,2.0217
DATA,0.7915,1.8012,391487,2.5927
DATA,0.8547,1.5584,391511,2.4130
DATA,0.8046,1.6564,391536,2.4611
DATA,0.7838,1.5679,391573,2.3517
DATA,0.7657,1.6168,391597,2.3825
DATA,0.8507,1.6620,391622,2.5127
DATA,0.8226,1.6783,391646,2.5008
DATA,0.6876,1.5412,391671,2.2288
DATA,0.6635,1.5576,391695,2.2211
DATA,0.7084,1.6220,391720,2.3304
DATA,0.8063,1.6952,391744,2.5014
DATA,0.7761,1.4718,391769,2.2480
DATA,0.6964,1.4439,391793,2.1403
DATA,0.8619,1.6972,391818,2.5591
DATA,0.7840,1.7479,391842,2.5318
DATA,0.8422,1.4508,391867,2.2930
DATA,1.6832,8.8920,391891,10.5752
DATA,4.7776,17.1852,391928,21.9628
DATA,6.1040,17.1763,391953,23.2803
DATA,6.9662,18.7120,391977,25.6783
DATA,7.4869,20.7050,392002,28.1919
DATA,7.9180,23.2315,392026,31.1495
DATA,9.3136,25.2256,392051,34.5392
DATA,11.2153,25.7270,392075,36.9423
DATA,12.3974,26.9279,392100,39.3253
DATA,12.8765,28.2432,392124,41.1197
DATA,13.4172,28.9368,392149,42.3541
DATA,13.6416,29.2074,392173,42.8491
DATA,13.6188,28.8592,392198,42.4780
DATA,13.5294,29.2985,392222,42.8279
DATA,13.4899,28.5022,392259,41.9920
DATA,11.8932,26.5376,392284,38.4308
DATA,10.2693,26.1648,392308,36.4342
DATA,10.0500,26.4154,392333,36.4653
DATA,10.8712,26.8838,392357,37.7549
DATA,11.3766,28.2667,392382,39.6433
DATA,11.5901,29.5530,392406,41.1431
DATA,12.0230,28.3963,392431,40.4192
DATA,9.7943,24.7892,392455,34.5835
DATA,6.1657,18.6708,392480,24.8365
DATA,2.5946,9.9432,392505,12.5378
DATA,1.0437,3.5614,392529,4.6051
DATA,0.7258,1.5201,392554,2.2459
DATA,0.6795,1.3609,392578,2.0404
DATA,0.6394,1.4722,392615,2.1116
DATA,0.7918,1.6756,392639,2.4674
DATA,0.8359,1.5934,392664,2.4293
DATA,0.8804,1.6655,392688,2.5460
DATA,0.7804,1.7658,392713,2.5463
DATA,0.7450,1.6280,392738,2.3730
DATA,0.8552,1.6903,392762,2.5455
DATA,0.8401,1.6331,392787,2.4732
DATA,0.7538,1.6252,392811,2.3789
DATA,3.4736,10.1199,392836,13.5935
DATA,7.8171,16.9063,392860,24.7235
DATA,11.1061,19.4963,392885,30.6024
DATA,12.6614,21.3768,392909,34.0382
DATA,13.4669,24.8488,392946,38.3158
DATA,14.4658,25.6326,392971,40.0984
DATA,15.9839,25.8656,392995,41.8495
DATA,16.8414,25.7176,393020,42.5589
DATA,17.0714,26.0340,393044,43.1054
DATA,17.6097,26.9036,393069,44.5133
DATA,18.8575,27.3390,393093,46.1965
DATA,19.8226,27.6052,393118,47.4278
DATA,20.0320,27.9587,393142,47.9907
DATA,19.5935,28.7430,393167,48.3364
DATA,20.2101,29.9212,393191,50.1313
DATA,21.4308,31.0781,393216,52.5089
DATA,21.8550,31.7264,393240,53.5814
DATA,21.9656,31.9441,393265,53.9097
DATA,22.7382,33.2357,393302,55.9738
DATA,23.3991,34.5850,393326,57.9841
DATA,24.5856,34.6269,393351,59.2125
DATA,25.4238,34.7319,393375,60.1557
DATA,25.5681,33.8894,393400,59.4576
DATA,24.9279,34.2988,393424,59.2268
DATA,25.8267,35.7402,393449,61.5668
DATA,28.0126,36.4682,393473,64.4808
DATA,28.3360,36.3343,393498,64.6703
DATA,27.4350,36.2460,393522,63.6811
DATA,26.9664,35.7853,393547,62.7517
DATA,26.9761,35.2832,393571,62.2592
DATA,27.3303,35.5484,393596,62.8786
DATA,27.6674,36.0868,393633,63.7542
DATA,26.3824,34.9298,393657,61.3123
DATA,23.4127,31.8503,393682,55.2630
DATA,21.2530,30.8385,393706,52.0914
DATA,21.7059,31.3122,393731,53.0181
DATA,22.9437,31.7127,393755,54.6564
DATA,24.2199,32.6345,393780,56.8545
DATA,25.3691,33.4644,393804,58.8336
DATA,25.4684,32.4388,393829,57.9072
DATA,22.7504,30.4397,393853,53.1901
DATA,18.7784,27.5490,393878,46.3274
DATA,16.4562,26.1494,393902,42.6056
DATA,14.6456,22.2691,393927,36.9147
DATA,8.8162,13.2096,393951,22.0257
