%, jaw1 [N], jaw2 [N], time [ms], gripForce [N]
DATA,1.1379,-0.0035,29148,1.1344
DATA,1.1071,0.0237,29172,1.1308
DATA,1.1344,0.0199,29197,1.1543
DATA,1.1969,0.0753,29222,1.2721
DATA,-0.6471,-0.0352,29246,-0.6823
DATA,-2.4684,0.1195,29271,-2.3490
DATA,-6.3694,0.0467,29295,-6.3227
DATA,-3.5474,0.0174,29320,-3.5301
DATA,-4.5919,0.0748,29344,-4.5171
DATA,-7.8359,0.0818,29369,-7.7541
DATA,-10.5892,0.0590,29406,-10.5302
DATA,-9.9582,-0.0017,29430,-9.9599
DATA,-8.2649,-0.0107,29455,-8.2756
DATA,-7.3205,0.2227,29479,-7.0979
DATA,-7.0445,0.1686,29504,-6.8759
DATA,-7.8607,-0.0821,29528,-7.9428
DATA,-7.4250,0.1591,29553,-7.2659
DATA,-5.2070,0.0533,29578,-5.1537
DATA,-4.9941,0.0756,29602,-4.9184
DATA,-6.4753,0.0890,29627,-6.3863
DATA,-7.9126,0.0412,29651,-7.8715
DATA,-7.6618,-0.0024,29676,-7.6642
DATA,-7.4482,-0.0287,29700,-7.4769
DATA,-7.3449,-0.0022,29737,-7.3471
DATA,-5.8951,0.1657,29762,-5.7294
DATA,-5.4520,0.0828,29786,-5.3692
DATA,-7.4779,0.0845,29811,-7.3934
DATA,-7.1173,0.1765,29835,-6.9408
DATA,-6.1960,0.1209,29860,-6.0750
DATA,-6.3669,0.1057,29884,-6.2611
DATA,-8.7726,0.0289,29909,-8.7436
DATA,-9.0385,0.0155,29933,-9.0230
DATA,-8.4834,0.0398,29958,-8.4436
DATA,-7.6908,0.2062,29983,-7.4846
DATA,-7.9854,0.0159,30007,-7.9695
DATA,-7.9024,0.0494,30032,-7.8530
DATA,-7.6605,0.1882,30056,-7.4723
DATA,-7.4780,0.0654,30093,-7.4126
DATA,-7.5590,0.1057,30118,-7.4532
DATA,-7.5259,0.1365,30142,-7.3894
DATA,-7.3758,0.1224,30167,-7.2534
DATA,-7.3080,0.0056,30191,-7.3024
DATA,-7.4240,0.1131,30216,-7.3110
DATA,-7.3321,-0.0641,30240,-7.3962
DATA,-7.2110,0.1074,30265,-7.1036
DATA,-7.2062,0.0985,30289,-7.1077
DATA,-7.5469,0.0905,30314,-7.4563
DATA,-7.6098,0.0792,30339,-7.5306
DATA,-7.5255,-0.0222,30363,-7.5476
DATA,-7.4924,0.1201,30388,-7.3723
DATA,-7.5693,0.1499,30425,-7.4194
DATA,-7.5342,-0.0526,30449,-7.5868
DATA,-7.5929,0.1798,30474,-7.4131
DATA,-7.5348,0.1181,30498,-7.4167
DATA,-7.7591,0.0092,30523,-7.7499
DATA,-7.5543,0.0193,30547,-7.5351
DATA,-7.4966,0.0413,30572,-7.4554
DATA,-7.4621,0.1496,30596,-7.3124
DATA,-7.5509,0.1021,30621,-7.4489
DATA,-7.6071,0.0732,30645,-7.5339
DATA,-7.4869,0.0834,30670,-7.4035
DATA,-7.6309,-0.0019,30695,-7.6328
DATA,-7.5420,0.0102,30719,-7.5318
DATA,-7.5995,0.1635,30756,-7.4360
DATA,-7.5632,0.0249,30781,-7.5383
DATA,-7.4915,0.1009,30805,-7.3905
DATA,-7.4705,0.1673,30830,-7.3032
DATA,-7.5516,-0.0137,30854,-7.5653
DATA,-7.5137,0.1735,30879,-7.3403
DATA,-7.4606,0.0566,30903,-7.4040
DATA,-7.6175,0.1862,30928,-7.4312
DATA,-7.5249,0.1256,30952,-7.3994
DATA,-7.4718,0.0228,30977,-7.4490
DATA,-7.5035,0.1346,31001,-7.3688
DATA,-7.5377,0.0109,31026,-7.5267
DATA,-7.5344,0.0167,31051,-7.5176
DATA,-7.2668,0.0608,31075,-7.2060
DATA,-7.8190,-0.0552,31112,-7.8741
DATA,-8.2028,0.0812,31136,-8.1216
DATA,-7.4973,0.0501,31161,-7.4472
DATA,-7.2712,0.1178,31186,-7.1534
DATA,-7.3664,0.1447,31210,-7.2217
DATA,-7.6206,0.1647,31235,-7.4560
DATA,-7.7445,0.0672,31259,-7.6773
DATA,-6.0877,0.0649,31284,-6.0228
DATA,-4.1154,0.0603,31308,-4.0551
DATA,-1.6556,0.0689,31333,-1.5867
DATA,-0.1864,0.1384,31357,-0.0480
DATA,-0.2231,0.1522,31382,-0.0709
DATA,-0.2374,0.1580,31406,-0.0794
DATA,-0.1733,0.1536,31443,-0.0197
DATA,-0.2389,0.1328,31468,-0.1061
DATA,-0.2022,0.0127,31492,-0.1895
DATA,-0.2801,0.0349,31517,-0.2452
DATA,-0.3243,0.0147,31541,-0.3096
DATA,-0.1778,0.1214,31566,-0.0564
DATA,-0.2034,0.1387,31591,-0.0646
DATA,-0.3640,0.1083,31615,-0.2557
DATA,-0.2392,0.1491,31640,-0.0901
DATA,-0.2171,0.0842,31664,-0.1329
DATA,-0.1718,0.0635,31689,-0.1083
DATA,-0.1952,0.0452,31713,-0.1500
DATA,-0.1845,0.1691,31738,-0.0155
DATA,-0.1553,-0.0114,31775,-0.1667
DATA,-0.1592,-0.0116,31799,-0.1708
DATA,-0.2156,0.1057,31824,-0.1099
DATA,-0.2168,0.0670,31848,-0.1498
DATA,-0.1548,0.0455,31873,-0.1093
DATA,-0.2067,0.0801,31897,-0.1267
DATA,-0.2280,0.1449,31922,-0.0831
DATA,-0.1516,0.0559,31947,-0.0957
DATA,-0.0377,0.0917,31971,0.0539
DATA,-0.1825,0.0702,31996,-0.1123
DATA,-0.1306,0.1734,32020,0.0429
DATA,-0.2056,0.0754,32045,-0.1302
DATA,-0.2319,0.0198,32069,-0.2121
DATA,-0.1538,0.0063,32094,-0.1475
DATA,-0.1795,0.1042,32131,-0.0752
DATA,-0.1558,0.0941,32155,-0.0617
DATA,-0.1952,0.0367,32180,-0.1584
DATA,-0.0933,0.0276,32204,-0.0657
DATA,-0.2990,0.0044,32229,-0.2946
DATA,-0.1492,0.0676,32253,-0.0816
DATA,-0.1173,0.1063,32278,-0.0110
DATA,-0.1653,0.1853,32303,0.0200
DATA,-0.1221,0.0902,32327,-0.0320
DATA,-0.2120,-0.0261,32352,-0.2381
DATA,-0.1894,-0.0592,32376,-0.2486
DATA,-0.1424,0.0805,32401,-0.0619
DATA,-0.0775,0.0537,32425,-0.0237
DATA,-0.0499,0.1264,32462,0.0765
DATA,-0.1022,0.0662,32487,-0.0360
DATA,-0.1488,0.1325,32511,-0.0163
DATA,-0.0433,0.0015,32536,-0.0418
DATA,-0.0660,0.1631,32560,0.0971
DATA,-0.1269,-0.0273,32585,-0.1542
DATA,-0.1455,0.1346,32609,-0.0110
DATA,-0.1930,-0.0547,32634,-0.2477
DATA,-0.1150,0.1832,32658,0.0682
DATA,-0.1421,0.0566,32683,-0.0856
DATA,-0.0660,0.1171,32708,0.0511
DATA,-0.0527,-0.0426,32732,-0.0954
DATA,0.0468,0.0708,32757,0.1176
DATA,-0.2052,0.0269,32781,-0.1783
DATA,-0.0329,0.1287,32818,0.0958
DATA,-0.1779,0.1091,32843,-0.0688
DATA,-0.0842,0.0821,32867,-0.0021
DATA,-0.1542,0.0054,32892,-0.1488
DATA,0.0090,0.0451,32916,0.0541
DATA,0.0107,0.1107,32941,0.1214
DATA,-0.0368,0.0732,32965,0.0364
DATA,-0.0083,-0.0529,32990,-0.0612
DATA,-0.0218,0.1005,33014,0.0787
DATA,-0.0001,0.0981,33039,0.0980
DATA,0.0036,0.0404,33064,0.0440
DATA,0.0417,0.1155,33088,0.1572
DATA,-0.0800,0.0483,33113,-0.0317
DATA,0.0259,0.0623,33150,0.0882
DATA,-0.0040,0.0351,33174,0.0311
DATA,-0.0510,0.0272,33199,-0.0239
DATA,-0.0377,0.2984,33223,0.2607
DATA,-0.0668,0.1540,33248,0.0872
DATA,-0.1122,0.0275,33272,-0.0847
DATA,0.1047,0.1215,33297,0.2262
DATA,0.0088,0.0938,33321,0.1025
DATA,0.0289,0.0380,33346,0.0669
DATA,-0.0092,0.0993,33370,0.0901
DATA,0.0022,0.0835,33395,0.0857
DATA,-0.0621,-0.0152,33420,-0.0773
DATA,0.0349,0.1144,33444,0.1493
DATA,0.0449,0.1181,33481,0.1630
DATA,-0.0232,0.0328,33505,0.0096
DATA,-0.0896,0.0049,33530,-0.0847
DATA,0.0368,0.0732,33555,0.1100
DATA,0.0610,0.0385,33579,0.0995
DATA,0.0333,0.0175,33604,0.0508
DATA,0.1295,0.0019,33628,0.1314
DATA,0.0478,0.0713,33653,0.1191
DATA,-0.0105,0.0592,33677,0.0487
DATA,0.0303,0.1140,33702,0.1443
DATA,-0.0058,0.0609,33726,0.0552
DATA,-0.1789,-0.0303,33751,-0.2092
DATA,0.0062,0.2391,33776,0.2453
DATA,-0.0297,0.0241,33800,-0.0056
DATA,-0.0314,-0.0213,33837,-0.0527
DATA,-0.1828,-0.0399,33861,-0.2227
DATA,-0.1384,0.2216,33886,0.0832
DATA,-0.2362,0.2647,33911,0.0286
DATA,-0.1663,0.0538,33935,-0.1125
DATA,-0.1764,0.1109,33960,-0.0655
DATA,-0.6888,0.0265,33984,-0.6623
DATA,-1.3616,0.1746,34009,-1.1870
DATA,-0.8727,0.0046,34033,-0.8681
DATA,-2.6124,0.0599,34058,-2.5525
DATA,-5.9910,0.0045,34082,-5.9865
DATA,-6.9426,0.0656,34107,-6.8769
DATA,-6.9057,0.1366,34132,-6.7691
DATA,-7.9477,0.0967,34168,-7.8511
DATA,-9.7325,0.1448,34193,-9.5877
DATA,-13.3523,0.0684,34217,-13.2839
DATA,-18.6365,0.0383,34242,-18.5982
DATA,-24.8097,0.0541,34267,-24.7556
DATA,-29.7212,0.0997,34291,-29.6215
DATA,-33.2747,0.0856,34316,-33.1891
DATA,-37.2282,-0.0400,34340,-37.2682
DATA,-37.3255,0.1957,34365,-37.1298
DATA,-34.2479,0.1247,34389,-34.1232
DATA,-29.1911,0.0916,34414,-29.0995
DATA,-22.0684,-0.0154,34438,-22.0838
DATA,-14.3828,0.1218,34463,-14.2610
DATA,-6.6884,-0.0726,34500,-6.7610
DATA,-2.1353,0.2423,34524,-1.8931
DATA,-2.6882,0.2161,34549,-2.4721
DATA,-2.5515,0.0086,34573,-2.5429
DATA,-2.6041,0.0775,34598,-2.5267
DATA,-2.5660,0.0693,34622,-2.4967
DATA,-2.7128,0.1124,34647,-2.6005
DATA,-2.6959,0.0156,34672,-2.6803
DATA,-2.4953,0.0701,34696,-2.4252
DATA,-2.5053,0.0133,34721,-2.4921
DATA,-2.6710,0.0136,34745,-2.6573
DATA,-2.4365,0.0545,34770,-2.3820
DATA,-2.5224,0.1247,34794,-2.3977
DATA,-2.4516,-0.0313,34819,-2.4828
DATA,-2.5132,0.1186,34856,-2.3946
DATA,-2.5584,0.1102,34880,-2.4482
DATA,-2.5539,0.1135,34905,-2.4405
DATA,-2.4919,0.0401,34929,-2.4518
DATA,-3.7325,-0.0428,34954,-3.7753
DATA,-5.0437,0.1019,34978,-4.9417
DATA,-6.6223,0.1298,35003,-6.4925
DATA,-12.2056,0.1292,35028,-12.0764
DATA,-15.6329,0.0110,35052,-15.6219
DATA,-16.8065,-0.0166,35077,-16.8231
DATA,-18.0861,0.0711,35101,-18.0150
DATA,-20.3134,-0.0062,35126,-20.3196
DATA,-22.3720,0.0728,35150,-22.2992
DATA,-22.9646,-0.0140,35187,-22.9786
DATA,-21.9410,0.0362,35212,-21.9048
DATA,-18.9418,0.0733,35236,-18.8686
DATA,-14.3324,0.0754,35261,-14.2570
DATA,-8.9995,0.0797,35285,-8.9198
DATA,-4.4409,0.1365,35310,-4.3044
DATA,-2.9614,-0.0152,35334,-2.9765
DATA,-3.0640,-0.0060,35359,-3.0700
DATA,-2.8795,0.0138,35384,-2.8657
DATA,-3.0281,0.1467,35408,-2.8815
DATA,-2.8483,-0.0354,35433,-2.8837
DATA,-2.9736,0.0763,35457,-2.8974
DATA,-2.9142,0.0828,35482,-2.8314
DATA,-2.7363,0.0814,35506,-2.6548
DATA,-2.8247,0.0174,35543,-2.8073
DATA,-2.7853,0.1402,35568,-2.6451
DATA,-2.8072,0.1786,35592,-2.6286
DATA,-2.7296,0.1181,35617,-2.6115
DATA,-2.8441,0.1449,35641,-2.6992
DATA,-2.8417,0.1154,35666,-2.7263
DATA,-2.8601,0.1579,35690,-2.7022
DATA,-2.8010,0.0097,35715,-2.7913
DATA,-2.7855,0.0894,35740,-2.6961
DATA,-2.8214,0.0371,35764,-2.7843
DATA,-2.7552,0.1294,35789,-2.6258
DATA,-2.7545,0.0001,35813,-2.7544
DATA,-2.7309,0.0404,35838,-2.6904
DATA,-2.7847,0.1898,35875,-2.5949
DATA,-2.7123,0.0688,35899,-2.6435
DATA,-2.7183,0.0486,35924,-2.6697
DATA,-1.8170,0.0720,35948,-1.7450
DATA,1.6569,-0.1179,35973,1.5390
DATA,6.1748,0.2969,35997,6.4717
DATA,9.2028,0.1021,36022,9.3049
DATA,10.3250,0.1335,36046,10.4585
DATA,11.2201,0.1191,36071,11.3391
DATA,12.0800,0.0904,36096,12.1705
DATA,10.9084,0.1409,36120,11.0493
DATA,9.1084,-0.0364,36145,9.0720
DATA,7.2080,-0.0574,36169,7.1506
DATA,4.5887,0.0479,36206,4.6367
DATA,2.2296,0.2187,36231,2.4483
DATA,1.2990,-0.0079,36255,1.2911
DATA,0.9966,0.1574,36280,1.1541
DATA,1.1592,-0.0784,36304,1.0808
DATA,1.0320,0.0904,36329,1.1224
DATA,0.9322,0.0713,36353,1.0035
DATA,0.9321,0.1286,36378,1.0607
DATA,2.8296,0.0996,36402,2.9292
DATA,4.0936,0.1218,36427,4.2154
DATA,6.6366,0.0671,36452,6.7037
DATA,8.8873,0.0819,36476,8.9692
DATA,10.0630,0.1576,36501,10.2206
DATA,11.0012,0.0951,36525,11.0963
DATA,12.4522,-0.0362,36562,12.4160
DATA,11.8421,0.1424,36587,11.9845
DATA,11.0857,0.0592,36611,11.1449
DATA,11.5351,0.0854,36636,11.6205
DATA,12.4137,0.1781,36660,12.5917
DATA,11.2049,0.0773,36685,11.2821
DATA,9.6103,-0.0350,36709,9.5753
DATA,7.6369,0.0288,36734,7.6657
DATA,4.5212,0.1857,36758,4.7070
DATA,1.7007,0.1171,36783,1.8178
DATA,1.2832,0.0761,36808,1.3593
DATA,1.2661,-0.2116,36832,1.0545
DATA,1.3217,0.0875,36857,1.4092
DATA,1.3284,-0.0502,36894,1.2781
DATA,1.2535,0.0402,36918,1.2936
DATA,1.3003,0.0082,36943,1.3085
DATA,1.3175,0.1296,36967,1.4471
DATA,1.2222,0.0713,36992,1.2934
DATA,1.2784,0.1419,37016,1.4202
DATA,1.3265,0.0474,37041,1.3739
DATA,1.2860,0.0605,37065,1.3465
DATA,1.3082,0.1051,37090,1.4132
DATA,1.2579,0.0147,37114,1.2725
DATA,1.2257,0.0259,37139,1.2517
DATA,1.2553,0.1516,37164,1.4069
DATA,1.2856,0.1191,37188,1.4047
DATA,1.2721,0.1050,37213,1.3771
DATA,1.2343,0.0305,37250,1.2648
DATA,1.2672,0.1611,37274,1.4283
DATA,1.3625,0.0634,37299,1.4259
DATA,1.3243,0.1049,37323,1.4292
DATA,1.1967,0.0857,37348,1.2824
DATA,1.2296,0.1022,37372,1.3318
DATA,1.2226,-0.0417,37397,1.1809
DATA,1.2749,0.1669,37421,1.4418
DATA,1.1733,0.0049,37446,1.1783
DATA,1.2271,0.1465,37470,1.3736
DATA,1.1832,0.0603,37495,1.2434
DATA,1.2941,0.0383,37520,1.3324
DATA,1.1766,0.1685,37544,1.3451
DATA,1.1756,0.0762,37581,1.2518
DATA,1.1532,0.0122,37606,1.1654
DATA,1.2265,0.0022,37630,1.2287
DATA,1.2251,0.0774,37655,1.3024
DATA,1.1084,0.0546,37679,1.1631
DATA,1.1453,0.0990,37704,1.2443
DATA,1.1654,0.0495,37728,1.2148
DATA,1.1652,-0.0405,37753,1.1247
DATA,1.1598,0.1363,37777,1.2961
DATA,1.1549,0.0694,37802,1.2243
DATA,1.0807,-0.0305,37827,1.0502
DATA,1.1795,0.1552,37851,1.3347
DATA,1.1512,0.1703,37876,1.3215
DATA,1.2209,0.0216,37912,1.2424
DATA,1.1687,0.0139,37937,1.1826
DATA,1.2475,0.0983,37962,1.3458
DATA,1.0987,0.1182,37986,1.2168
DATA,1.2069,0.0674,38011,1.2742
DATA,1.2384,0.1082,38035,1.3466
DATA,1.1984,0.0822,38060,1.2805
DATA,1.2822,0.0905,38084,1.3727
DATA,1.1063,0.0623,38109,1.1686
DATA,1.1832,0.1481,38133,1.3313
DATA,1.2419,0.1125,38158,1.3544
DATA,1.1666,0.0999,38183,1.2665
DATA,1.1106,0.0570,38207,1.1676
DATA,1.1618,0.1504,38232,1.3122
DATA,1.1355,0.0625,38268,1.1980
DATA,1.1547,0.2276,38293,1.3823
DATA,1.2381,-0.0003,38318,1.2377
DATA,1.3074,0.1324,38342,1.4399
DATA,1.0400,-0.0338,38367,1.0063
DATA,1.0903,0.0446,38391,1.1349
DATA,1.2336,0.0945,38416,1.3281
DATA,1.2768,0.0791,38440,1.3559
DATA,1.1440,0.0571,38465,1.2011
DATA,1.0872,0.1464,38489,1.2336
DATA,1.0794,0.1303,38514,1.2097
DATA,1.1455,0.1014,38539,1.2470
DATA,1.2618,0.0807,38563,1.3425
DATA,1.2190,0.2266,38600,1.4456
DATA,1.1910,0.0824,38624,1.2734
DATA,1.1147,0.0665,38649,1.1811
DATA,1.2091,0.0598,38674,1.2690
DATA,1.1793,0.0917,38698,1.2710
DATA,1.2042,0.1805,38723,1.3847
DATA,1.1430,0.0076,38747,1.1506
DATA,1.2038,0.0077,38772,1.2116
DATA,1.0852,0.0772,38796,1.1623
DATA,1.1104,0.1444,38821,1.2548
DATA,1.1790,0.0996,38845,1.2786
DATA,1.1804,0.0175,38870,1.1979
DATA,1.0996,0.1081,38895,1.2076
DATA,1.1223,-0.0180,38919,1.1043
DATA,1.1522,0.1684,38956,1.3206
DATA,1.0965,0.0209,38980,1.1175
DATA,1.2605,0.0631,39005,1.3236
DATA,1.1270,0.0824,39030,1.2095
DATA,1.1538,-0.0026,39054,1.1511
DATA,1.1359,0.0194,39079,1.1553
DATA,1.0439,0.1023,39103,1.1462
DATA,1.1442,0.0755,39128,1.2197
DATA,1.1318,0.1567,39152,1.2884
DATA,1.2166,0.0079,39177,1.2245
DATA,1.0318,0.0134,39201,1.0452
DATA,1.1762,0.1122,39226,1.2883
DATA,1.0904,0.0529,39251,1.1433
DATA,1.1421,0.0472,39287,1.1893
DATA,1.1199,0.0391,39312,1.1590
DATA,1.1273,0.1593,39336,1.2866
DATA,1.0719,0.1000,39361,1.1719
DATA,1.0743,0.0243,39386,1.0986
DATA,1.1192,0.1168,39410,1.2360
DATA,1.0897,0.1176,39435,1.2073
DATA,1.0654,-0.0688,39459,0.9966
DATA,1.1155,0.0938,39484,1.2093
DATA,1.2420,0.1338,39508,1.3758
DATA,1.1763,0.0710,39533,1.2473
DATA,1.1249,0.0907,39557,1.2156
DATA,0.9294,0.0149,39582,0.9443
DATA,1.0781,0.1460,39607,1.2241
DATA,1.0732,0.0195,39643,1.0926
DATA,1.1136,0.0208,39668,1.1344
DATA,1.1175,0.1771,39692,1.2945
DATA,1.0940,0.0874,39717,1.1813
DATA,1.1353,0.1668,39742,1.3022
DATA,1.1219,0.0412,39766,1.1631
DATA,0.9758,0.0338,39791,1.0097
DATA,1.1958,0.0115,39815,1.2073
DATA,1.1431,0.0939,39840,1.2370
DATA,1.1647,0.1001,39864,1.2648
DATA,1.0121,0.0412,39889,1.0533
DATA,1.0412,0.1111,39913,1.1522
DATA,1.0865,0.0987,39938,1.1852
DATA,1.0468,0.0963,39975,1.1431
DATA,1.0911,0.1422,39999,1.2333
DATA,1.1688,0.2238,40024,1.3926
DATA,1.0273,0.1126,40048,1.1398
DATA,1.1866,0.1209,40073,1.3075
DATA,1.0968,-0.0693,40098,1.0275
DATA,1.0067,0.0362,40122,1.0429
DATA,1.1474,-0.0709,40147,1.0765
DATA,1.1018,0.1278,40171,1.2296
DATA,1.0606,0.1456,40196,1.2062
DATA,1.0971,0.0332,40220,1.1303
DATA,1.1960,0.0814,40245,1.2774
DATA,1.0421,0.0205,40269,1.0626
DATA,1.1351,0.0509,40306,1.1861
DATA,1.0916,0.1109,40331,1.2025
DATA,1.0645,0.1160,40355,1.1805
DATA,1.0990,0.0683,40380,1.1673
DATA,1.0254,0.0593,40404,1.0847
DATA,1.1913,0.1790,40429,1.3703
DATA,1.1202,0.0776,40454,1.1978
DATA,0.9514,0.1508,40478,1.1022
DATA,1.1582,0.1871,40503,1.3453
DATA,1.0623,0.0962,40527,1.1585
DATA,1.1617,0.0789,40552,1.2406
DATA,1.1066,0.0432,40576,1.1498
DATA,0.9443,0.0908,40601,1.0351
DATA,1.0730,0.0105,40625,1.0835
DATA,1.1332,0.0886,40662,1.2219
DATA,1.0517,0.1578,40687,1.2095
DATA,1.1131,0.1937,40711,1.3068
DATA,1.1489,-0.0267,40736,1.1222
DATA,1.0940,0.1386,40760,1.2327
DATA,1.0817,0.1732,40785,1.2549
DATA,1.0158,0.1861,40810,1.2019
DATA,0.9991,0.1407,40834,1.1398
DATA,1.1653,0.0659,40859,1.2311
DATA,1.0361,0.1100,40883,1.1461
DATA,1.1357,0.0693,40908,1.2050
DATA,1.0330,0.0085,40932,1.0415
DATA,1.1134,0.0943,40957,1.2077
DATA,1.1277,0.1226,40994,1.2504
DATA,1.1410,-0.0358,41018,1.1052
DATA,1.0707,0.0157,41043,1.0864
DATA,1.1578,0.1157,41067,1.2735
DATA,1.0358,0.0723,41092,1.1082
DATA,1.1529,-0.0388,41116,1.1140
DATA,1.0847,0.1215,41141,1.2063
DATA,1.1205,0.1005,41166,1.2210
DATA,1.1212,0.1534,41190,1.2745
DATA,1.1735,0.1566,41215,1.3301
DATA,1.0257,0.0667,41239,1.0924
DATA,1.0211,0.1019,41264,1.1231
DATA,1.0868,0.0489,41288,1.1357
DATA,1.0579,0.1326,41325,1.1904
DATA,1.1030,0.0499,41350,1.1529
DATA,1.0959,0.1253,41374,1.2211
DATA,1.0147,0.0786,41399,1.0933
DATA,1.0430,0.1122,41423,1.1552
DATA,1.3165,-0.0278,41448,1.2887
DATA,1.1597,0.1253,41472,1.2850
DATA,1.1313,0.1562,41497,1.2875
DATA,1.0548,0.0154,41522,1.0702
DATA,1.1764,0.0832,41546,1.2596
DATA,1.1471,0.1779,41571,1.3250
DATA,1.2142,0.0749,41595,1.2890
DATA,1.1227,0.1069,41620,1.2296
DATA,1.2036,0.0989,41644,1.3025
DATA,1.1728,0.0724,41681,1.2452
DATA,1.1326,0.1891,41706,1.3217
DATA,1.1148,0.0548,41730,1.1697
DATA,1.1947,0.1331,41755,1.3278
DATA,1.1509,0.0464,41779,1.1974
DATA,1.1531,0.1257,41804,1.2789
